Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Maruti Swift,Maruti,Swift,2023,21565,Petrol,Manual,1,614000,Quthbullapur Hyderabad Telangana
Maruti Swift,Maruti,Swift,2013,163932,Diesel,Manual,2,287000,Saheb Nagar Vanasthalipuram K.V.Rangareddy
Volkswagen Vento,Volkswagen,Vento,2012,138944,Petrol,Auto,2,250000,Uppal Secunderabad
Maruti Baleno,Maruti,Baleno,2018,106159,Petrol,Manual,2,415000,Independent house Independent house Hyderabad
Maruti Grand Vitara,Maruti,Grand Vitara,2024,38160,Petrol,Manual,1,921000,Nalanda Nagar Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2015,149882,Diesel,Manual,1,462000,Secunderabad Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2012,142058,Diesel,Manual,2,304000,L. B. Nagar Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2011,160770,Petrol,Manual,1,160000,Adikmet Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2016,118103,Diesel,Manual,1,378000,Bachupally Hyderabad Telangana
Toyota Etios Liva,Toyota,Etios Liva,2012,240218,Diesel,Manual,2,250000,Miyapur Dhivya shree shakti apartments mayuri nagar miyapur Hyderabad
Maruti S PRESSO,Maruti,S PRESSO,2022,31415,Petrol,Manual,2,371000,Hyderabad Telangana India
Maruti Alto,Maruti,Alto,2010,120913,Petrol,Manual,1,95000,Karwan Hyderabad Telangana
Skoda Octavia,Skoda,Octavia,2014,80316,Diesel,Manual,1,701000,Peerzadiguda Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2012,71575,Petrol,Manual,3,178000,Srinivas Nagar Near prasanna Venkateswara swami temple Secunderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2017,11218,Petrol,Auto,1,369000,Neredmet Secunderabad Telangana
Hyundai NEW SANTRO,Hyundai,NEW SANTRO,2021,18261,Petrol,Auto,2,479000,Vinayak nagar Vinayak nagar Hyderabad
Ford Fiesta Classic,Ford,Fiesta Classic,2011,175694,Petrol,Manual,2,163000,Sais signature Sais signature Hyderabad
KIA SONET,KIA,SONET,2020,54148,Petrol,Manual,1,779000,Nizampet Hyderabad Telangana
Volkswagen TAIGUN,Volkswagen,TAIGUN,2021,119962,Petrol,Manual,1,1028000,Jai Suryapatnam Nadargul
Hyundai New Elantra,Hyundai,New Elantra,2013,147393,Diesel,Auto,4,445000,Near saanvi pg College Sri Sai Balaji township Almasguda
Jeep Compass,Jeep,Compass,2020,160000,Diesel,Auto,1,1594000,Masab Tank Hyderabad Telangana
Nissan Terrano,Nissan,Terrano,2014,98393,Diesel,Manual,2,309000,Indhira nagar Indhira nagar Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2014,44400,Petrol,Manual,2,348000,"Vasavi Atlantis, Narsingi Narsingi Telangana"
Hyundai Creta,Hyundai,Creta,2015,197610,Diesel,Auto,1,700000,near Hanuman Temple Road Hyderabad Telangana
Mahindra SCORPIO-N,Mahindra,SCORPIO-N,2023,44694,Petrol,Auto,1,1650000,Borabanda Hyderabad Telangana
Honda City,Honda,City,2016,153263,Petrol,Auto,1,425000,Mayuri Nagar Miyapur Telangana
Honda City,Honda,City,2011,105761,Petrol,Manual,2,258000,Mohammed ishaq Mohammed ishaq Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2014,68005,Petrol,Manual,1,304000,Shirdi Sai Nagar Manikonda Telangana
Hyundai Verna,Hyundai,Verna,2025,10751,Petrol,Manual,1,1407000,Dammaiguda Secunderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2014,65645,Petrol,Manual,1,191000,Secunderabad Hyderabad Telangana
Maruti Ciaz,Maruti,Ciaz,2014,50035,Petrol,Manual,1,428000,Malkajgiri Secunderabad
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2023,35057,Petrol,Manual,2,570000,Hyderabad Telangana India
Maruti Alto,Maruti,Alto,2025,4863,Petrol,Manual,1,431000,Dammaiguda Secunderabad
Volkswagen TAIGUN,Volkswagen,TAIGUN,2021,28211,Petrol,Auto,1,1025000,Jeedimetla Hyderabad Telangana
Volkswagen VIRTUS,Volkswagen,VIRTUS,2024,13490,Petrol,Auto,1,1371000,Sri Venkataramana Colony Hyderabad Telangana
Maruti A Star,Maruti,A Star,2013,76606,Petrol,Auto,2,186000,The Sankalp Apartments Hafeezpet Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2015,109225,Diesel,Manual,2,350000,Rangareddy Backside Space Elite Hyderabad
Maruti Alto,Maruti,Alto,2011,143847,Petrol,Manual,3,104000,Kompally Secunderabad Telangana
Maruti Baleno,Maruti,Baleno,2021,43123,Petrol,Auto,2,600000,Saidabad Hyderabad Telangana
Ford Figo,Ford,Figo,2013,101138,Diesel,Manual,1,132000,Rd no 13 Rd no 13 Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2015,149570,Diesel,Manual,2,389000,127 Dream home kalyani Hyderabad
Maruti Baleno,Maruti,Baleno,2023,37534,Petrol,Auto,2,742000,Ameerpet Hyderabad Sriniketan Apartments Hyderabad
Maruti Dzire,Maruti,Dzire,2025,4862,Petrol,Manual,1,840000,Boduppal Devender Nagar
Maruti XL6,Maruti,XL6,2021,93054,Petrol,Manual,2,797000,Hyderabad Telangana India
Honda Amaze,Honda,Amaze,2022,31983,Petrol,Auto,1,750000,Near Jagan studios Ramky one Harmony phase 2 hyderabad Hyderabad
Maruti Ciaz,Maruti,Ciaz,2017,118691,Diesel,Manual,1,500000,Whisper Valley Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2021,35365,Petrol,Manual,1,950000,Kavadiguda Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2018,49258,Petrol,Auto,1,479000,Flat 111 HS ROYAL APARTMENTS Hyderabad
Maruti Alto K10,Maruti,Alto K10,2013,84445,Petrol,Manual,2,163000,Whisper Valley Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2013,61257,Diesel,Manual,1,429000,Lakdikapul Hyderabad Telangana
Ford Fiesta,Ford,Fiesta,2012,64250,Diesel,Manual,2,241000,Pragathi Enclave Hyderabad Telangana
Honda City,Honda,City,2017,128407,Petrol,Auto,2,560000,Dulapally Road Bahadurpally Hyderabad
Maruti Alto K10,Maruti,Alto K10,2011,82150,Petrol,Manual,2,124000,Boduppal Hyderabad Telangana
Honda City,Honda,City,2015,83268,Diesel,Manual,3,435000,Kiran International School 6/7 huda lakshmi nagar colony boduppal Kiran international school K.V.Rangareddy
Honda City,Honda,City,2014,84113,Petrol,Auto,2,465000,Gachibowli Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2019,42465,Petrol,Manual,2,493000,Chandrayangutta Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2020,29761,Petrol,Auto,1,525000,Kondapur North East County Shilpa Park Kondapur Hyderabad
Ford Figo Aspire,Ford,Figo Aspire,2015,238833,Diesel,Manual,1,238000,Tellapur Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2012,190886,Diesel,Manual,1,320000,Thumukunta Thumukunta Secunderabad
Maruti Baleno,Maruti,Baleno,2022,36384,Petrol,Manual,1,657000,Hyderabad Uma Nagar
Maruti Celerio,Maruti,Celerio,2023,33673,Petrol,Manual,1,445000,Hyderabad Telangana India
Honda Amaze,Honda,Amaze,2020,78193,Petrol,Manual,1,485000,Hastinapuram Hyderabad Telangana
Tata Aria,Tata,Aria,2011,71080,Diesel,Manual,3,245000,Shivaji Nagar Sangareddy
Hyundai i20,Hyundai,i20,2014,151637,Diesel,Manual,1,343000,Elina arcade Rock hills colony Hyderabad
Honda WR-V,Honda,WR-V,2018,39895,Petrol,Manual,2,565000,"Anjaiah nagar 
Gachibowli Hyderabad"
Maruti Ritz,Maruti,Ritz,2016,90698,Diesel,Manual,2,172000,Sri Maruthi Nagar Colony Serilingampalle (M)
Mahindra XUV500,Mahindra,XUV500,2012,62575,Diesel,Manual,1,399000,New Malakpet Hyderabad Telangana
Volkswagen Polo,Volkswagen,Polo,2016,82637,Petrol,Auto,2,448000,HITEC City Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2020,137767,Petrol,Manual,2,850000,Boduppal Hyderabad Telangana
Skoda KUSHAQ,Skoda,KUSHAQ,2024,32482,Petrol,Manual,1,1225000,Pattabhipuram Guntur
Maruti Swift,Maruti,Swift,2011,168699,Diesel,Manual,3,150000,Bachupally Hyderabad Telangana
Skoda Rapid,Skoda,Rapid,2015,105327,Diesel,Manual,1,383000,Vaidehi Nagar Vanasthalipuram Telangana
Hyundai i10,Hyundai,i10,2011,94233,Petrol,Manual,2,165000,Tolichowki Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2015,264637,Diesel,Manual,2,420000,Lingampally Lingampally Hyderabad
Maruti Celerio,Maruti,Celerio,2022,41670,Petrol,Manual,1,428000,Shivaji Nagar Behind indus school Secunderabad
Tata NEXON,Tata,NEXON,2023,61000,Petrol,Manual,2,650000,Hafeezpet Hyderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2019,63796,Petrol,Manual,2,712000,Nagole Hyderabad Telangana
Honda City,Honda,City,2014,114468,Petrol,Manual,1,433000,Malkajgiri Secunderabad Telangana
Fiat Grand Punto,Fiat,Grand Punto,2012,120000,Diesel,Manual,1,160000,Kukatpally Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2015,106473,Petrol,Manual,2,380000,1-9-9/1 bharthi nagar near sree bakery temple alwal alwal hyderabad telangana Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2017,106956,Diesel,Manual,2,354000,Bowenpally Dhanalaxmi Colony Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2014,95596,Petrol,Manual,2,329000,Shirdi Enclave Badangpet
Ford Figo,Ford,Figo,2013,38981,Petrol,Manual,1,200000,Indu aranya pallavi apt Indu aranya pallavi apt Hyderabad
Hyundai Verna,Hyundai,Verna,2014,97622,Petrol,Auto,2,385000,"Bagh Ameer, Sumitra Nagar Colony 3-83/3 3rd Road Bagh Ameer"
Volkswagen TAIGUN,Volkswagen,TAIGUN,2021,44712,Petrol,Auto,1,1226000,Madhapur Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2017,76733,Petrol,Manual,1,436000,Hafeezpet Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2014,175331,Diesel,Manual,2,450000,Gyandev Sangam Nagar Hyderabad Telangana
Mahindra XUV300,Mahindra,XUV300,2020,82903,Petrol,Manual,1,707000,sri balaji layout gajularamaram Hyderabad
Hyundai Verna,Hyundai,Verna,2014,63000,Petrol,Manual,1,356000,Shaikpet Hyderabad
Renault Duster,Renault,Duster,2013,165000,Diesel,Manual,2,286000,Moghalpura Peddapalli
Audi A4,Audi,A4,2014,111003,Diesel,Auto,2,766000,Navkar pride Navkar pride Secunderabad
Maruti New Wagon-R,Maruti,New Wagon-R,2021,55707,Petrol,Manual,1,382000,Raghavendra Colony Hyderabad Telangana
Chevrolet Spark,Chevrolet,Spark,2011,87156,Petrol,Manual,2,70000,Bharat Heavy Electricals Limited Hyderabad
Skoda Fabia,Skoda,Fabia,2011,116694,Petrol,Manual,2,180000,Nandini Nilayam Huda Colony Hyderabad
Skoda Rapid,Skoda,Rapid,2013,160000,Diesel,Manual,1,250000,Gachibowli Hyderabad Telangana
Mahindra TUV300,Mahindra,TUV300,2015,166178,Diesel,Manual,2,522000,Owaisi colony Owaisi colony Hyderabad
Skoda KUSHAQ,Skoda,KUSHAQ,2021,40500,Petrol,Manual,1,875000,Hafeezpet Miyapur Telangana
Maruti Alto,Maruti,Alto,2012,105586,Petrol,Manual,3,107282,Kothapet Hyderabad Telangana
Volkswagen TAIGUN,Volkswagen,TAIGUN,2021,39730,Petrol,Auto,1,1328000,Hyderabad Telangana India
Mahindra XUV700,Mahindra,XUV700,2023,60253,Diesel,Auto,1,2064000,Near Kalyans Platinum Valley Jyothi Ranjan Nest Hyderabad
BMW X1,BMW,X1,2011,49696,Petrol,Auto,2,530000,Chinna Thokatta New Bowenpally Hyderabad
Mahindra XUV500,Mahindra,XUV500,2017,146969,Diesel,Manual,1,855000,Hyderabad Telangana India
Maruti Ciaz,Maruti,Ciaz,2017,214357,Petrol,Auto,1,502000,SUN CITY HYDERABAD Hyderabad
Honda Jazz,Honda,Jazz,2016,67158,Petrol,Auto,1,439000,Secunderabad Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2016,98601,Petrol,Manual,2,427000,Lecturers colony hayathnagar Lecturers colony hayathnagar Hyderabad
Hyundai i20,Hyundai,i20,2011,83253,Petrol,Manual,2,183000,Hyderabad Secunderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,132362,Diesel,Manual,2,540000,Teacher Colony Shadnagar
Maruti Swift,Maruti,Swift,2023,18238,Petrol,Auto,1,609000,Aparna Cyberzon Aparna Cyberzon Hyderabad
Maruti Baleno,Maruti,Baleno,2021,96676,Petrol,Manual,2,536000,Sanath Nagar Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2015,225826,Diesel,Auto,1,650000,Toli Chowki Hyderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2020,78244,Petrol,Auto,1,499000,Tower 16 Prajay mega polis Tower 16 Prajay mega polis Hyderabad
Maruti Ciaz,Maruti,Ciaz,2020,37248,Petrol,Manual,2,479000,Chandrayangutta Hyderabad Telangana
Tata Harrier,Tata,Harrier,2021,78785,Diesel,Auto,1,1395000,Road no 2 kakateeya hills Hyderabad
Honda WR-V,Honda,WR-V,2020,136072,Petrol,Manual,1,677000,Dammaiguda Secunderabad Telangana
Toyota RUMION,Toyota,RUMION,2023,25600,Petrol,Manual,1,1099000,Hyderabad Ramachandrapuram (BHEL Township) Telangana
Maruti Ertiga,Maruti,Ertiga,2025,47097,Petrol,Manual,1,1109000,Hyderabad Telangana India
Honda City,Honda,City,2012,101851,Petrol,Manual,2,225000,Sanath Nagar Hyderabad
Mahindra XUV500,Mahindra,XUV500,2015,148133,Diesel,Manual,2,641000,Hyderabad Manikonda Telangana
Maruti Ritz,Maruti,Ritz,2011,133027,Diesel,Manual,1,193000,Telangana India Opposite CMR shopping mall
Maruti Swift,Maruti,Swift,2020,85364,Petrol,Auto,1,450000,Hyderabad Telangana India
Hyundai Santro Xing,Hyundai,Santro Xing,2012,116279,Petrol,Manual,1,163000,Aditya pharmacy Sai akil arcade slns nagar
Skoda KUSHAQ,Skoda,KUSHAQ,2021,60636,Petrol,Auto,1,1030000,NR'S Sitara Hyderabad Telangana
Tata NEXON,Tata,NEXON,2021,46837,Petrol,Manual,1,685000,mansoorabad LB Nagar Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2015,131733,Petrol,Manual,1,360000,Jubilee Wine Spot Sravanthi Nagar Hyderabad
Renault TRIBER,Renault,TRIBER,2022,32857,Petrol,Manual,2,625000,Sree Prabhupada Township Hyderabad Telangana
Hyundai AURA,Hyundai,AURA,2023,10211,Petrol,Auto,1,717000,Telangana India Behind GSM mall
Maruti Swift,Maruti,Swift,2019,72434,Petrol,Manual,1,450000,Yapral Secunderabad Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,133022,Diesel,Manual,1,616000,Hyderabad Telangana India
Hyundai i10,Hyundai,i10,2014,36655,Petrol,Manual,1,310000,New Nallakunta Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2015,100983,Diesel,Manual,2,409000,Telangana India Near bapu ghat
Maruti Ertiga,Maruti,Ertiga,2013,139810,Diesel,Manual,1,439000,Old Malakpet Hyderabad Telangana
Ford Figo Aspire,Ford,Figo Aspire,2019,153247,Petrol,Manual,1,372000,Behind Zudio showroom Sathya Sai Enclave Road Old Bowenpally Secunderabad
Hyundai i10,Hyundai,i10,2010,78438,Petrol,Manual,1,165000,Radha Nagar Sun City Hyderabad
Maruti Baleno,Maruti,Baleno,2021,103003,Petrol,Manual,1,600000,1-1-32/1277 Sai Baba Nagar
Mahindra XUV500,Mahindra,XUV500,2012,153570,Diesel,Manual,1,393000,Jeedimetla Hyderabad Telangana
Tata NEXON,Tata,NEXON,2021,48566,Petrol,Manual,1,655000,Hyderabad Telangana India
Maruti Celerio,Maruti,Celerio,2016,80673,Petrol,Manual,1,296000,Pragathi Nagar Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2018,106246,Diesel,Manual,1,800000,MLA Colony Prashanti tower Hyderabad
Nissan Kicks,Nissan,Kicks,2021,53329,Petrol,Manual,1,671000,Hyderabad Telangana India
Tata NEXON,Tata,NEXON,2024,16056,Petrol,Auto,1,1183000,Beside varahi maata temple Vaishnavi enclave Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2015,73565,Petrol,Manual,2,328000,HITEC City Hyderabad Telangana
Nissan Sunny,Nissan,Sunny,2013,96756,Petrol,Manual,1,317000,Rajapushpa Atria Golden mile road Hyderabad
Maruti Swift,Maruti,Swift,2012,94844,Diesel,Manual,2,252000,Medipalli Hyderabad Telangana
Skoda Octavia,Skoda,Octavia,2018,73230,Diesel,Auto,2,1312000,Siva Nagar Upperpally Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2020,101523,Petrol,Manual,1,764000,TCS TCS Hyderabad
Tata Zest,Tata,Zest,2014,78610,Petrol,Manual,1,325000,vivekanand Nagar Hyderabad Hyderabad
Hyundai NEW SANTRO,Hyundai,NEW SANTRO,2020,68546,Petrol,Manual,1,350000,Bachupally Hyderabad Telangana
Tata ALTROZ,Tata,ALTROZ,2020,72603,Petrol,Manual,1,608000,Hafeezpet Hyderabad Telangana
Maruti XL6,Maruti,XL6,2021,49822,Petrol,Manual,1,930000,Bandlaguda Jagir Hydershakote Telangana
Ford Ecosport,Ford,Ecosport,2019,47963,Petrol,Manual,2,638000,Flat no:304 Balaji layout sai Bhanu Embassy Gajularamaram Hyderabad
Maruti Eeco,Maruti,Eeco,2024,5710,Petrol,Manual,1,509000,Hyderabad Secunderabad Telangana
Maruti Swift,Maruti,Swift,2023,22329,Petrol,Manual,1,628000,Secunderabad Hyderabad Telangana
Maruti Swift,Maruti,Swift,2011,61459,Petrol,Manual,2,252000,Near mena cafe Ist floor Hyderabad
Volkswagen Vento,Volkswagen,Vento,2011,116844,Petrol,Manual,3,218000,Madhavi Nagar Hyderabad
Honda WR-V,Honda,WR-V,2021,25374,Petrol,Manual,1,750000,Malkajgiri Secunderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2017,81820,Diesel,Manual,1,516000,Kothapet Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2012,327672,Diesel,Manual,1,385000,Gayathri nagar Gayathri nagar Hyderabad
Tata NEXON,Tata,NEXON,2024,33892,Petrol,Auto,1,1119000,Defence Colony Hyderabad Telangana
Maruti XL6,Maruti,XL6,2020,106848,Petrol,Manual,1,919000,Kanchan Bagh Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2020,67472,Diesel,Manual,1,974000,Toli Chowki Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2019,111639,Diesel,Auto,1,955000,Alluri Seetha Ramaraju Nagar Miyapur Telangana
Maruti S PRESSO,Maruti,S PRESSO,2022,31173,Petrol,Manual,2,406000,Kushaiguda Secunderabad
Skoda Rapid,Skoda,Rapid,2017,132861,Diesel,Manual,2,522000,Hyderabad Secunderabad Telangana
Maruti Ciaz,Maruti,Ciaz,2022,45407,Petrol,Manual,1,746000,Hyderabad Telangana India
Skoda Fabia,Skoda,Fabia,2011,56776,Diesel,Manual,1,230000,Aswani enclave Allapur housing society Hyderabad
Maruti Swift,Maruti,Swift,2021,70768,Petrol,Manual,1,541000,Hyderabad Secunderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2015,75567,Petrol,Manual,2,310000,Srinilaya Enclave Nagarjuna Nagar colony Beside New science college Hyderabad TELANGANA- Hyderabad
Maruti Ertiga,Maruti,Ertiga,2014,112873,Diesel,Manual,2,458000,Katedhan Lakshmiguda Telangana
Mahindra XUV700,Mahindra,XUV700,2022,33196,Diesel,Auto,1,2427000,Kukatpally Hyderabad Telangana
Maruti Alto,Maruti,Alto,2011,190565,Petrol,Manual,2,100000,LIG-219 Bharat Heavy Electricals Limited Sangareddy
Ford Ecosport,Ford,Ecosport,2018,68459,Petrol,Auto,1,656000,Bachupally Hyderabad Telangana
Maruti Eeco,Maruti,Eeco,2017,29539,Petrol,Manual,1,309999,Kukatpally Hyderabad Telangana
Mahindra XUV700,Mahindra,XUV700,2022,52813,Diesel,Auto,1,1584000,Serilingampalle (M) Hyderabad Telangana
KIA SONET,KIA,SONET,2021,52000,Petrol,Manual,1,731000,Uppal Hyderabad Telangana
Tata Harrier,Tata,Harrier,2022,41914,Diesel,Auto,1,1598000,Telangana India Rambagh Road
Mahindra TUV300,Mahindra,TUV300,2016,85549,Diesel,Auto,1,500000,Rein Bazar Yakutpura Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2012,135164,Petrol,Manual,1,170000,Bowrampet Hyderabad
Maruti Swift,Maruti,Swift,2012,85476,Petrol,Manual,1,249000,V v Nagar Kukatpally Hyderabad
Hyundai Verna,Hyundai,Verna,2023,8371,Petrol,Manual,1,1242000,East Marredpally Secunderabad Telangana
MG Windsor EV,MG,Windsor EV,2024,25910,Electric,Auto,1,1254000,Old Malakpet Hyderabad Telangana
MG ASTOR,MG,ASTOR,2023,6194,Petrol,Manual,1,1132000,Near Jagan studios Sree Adhya Hyderabad
Mahindra XUV300,Mahindra,XUV300,2020,76593,Diesel,Manual,1,876000,Miyapur Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2018,126550,Diesel,Manual,2,446000,Devarayamjal Secunderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2024,11064,Petrol,Manual,1,633000,Girija Marvel Shilpa Enclave Chandanagar Girija Marvel Shilpa Enclave Chandanagar Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2015,54704,Petrol,Manual,1,495000,Whitefields Hyderabad Telangana
Maruti Grand Vitara,Maruti,Grand Vitara,2023,60479,Petrol,Manual,1,1026000,Boduppal Hyderabad
Honda Amaze,Honda,Amaze,2013,55647,Petrol,Manual,1,312000,Begumpet Hyderabad Telangana
Tata NEXON,Tata,NEXON,2022,3186,Petrol,Manual,1,830000,Elite fort apartments Elite fort apartments Hyderabad
Skoda Superb,Skoda,Superb,2012,111855,Diesel,Auto,2,450000,Abids Hyderabad Telangana
Hyundai Verna,Hyundai,Verna,2022,39119,Petrol,Manual,1,900000,Hyderabad Telangana India
Hyundai i20,Hyundai,i20,2011,168198,Petrol,Manual,2,180000,Borabanda Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2021,83227,Diesel,Manual,1,1021000,Tellapur Hyderabad Telangana
Maruti XL6,Maruti,XL6,2022,49349,Petrol,Manual,1,1027000,Financial District Nanakramguda
Hyundai Elite i20,Hyundai,Elite i20,2019,93026,Petrol,Auto,1,592000,Happy nest Happy nest Hyderabad
Tata Aria,Tata,Aria,2011,150000,Diesel,Manual,2,277000,Hafeezpet Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2016,98900,Diesel,Manual,1,482000,Chandanagar Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2016,54728,Petrol,Manual,1,600000,Kachiguda Hyderabad Telangana
Skoda SLAVIA,Skoda,SLAVIA,2022,95745,Petrol,Auto,1,947000,Maximus hillside towers Maximus hillside towers Hyderabad
Honda City,Honda,City,2021,78763,Diesel,Manual,2,1000000,Kamalanagar Kamalanagar Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2012,129492,Petrol,Manual,2,150000,Balanagar Secunderabad Telangana
Nissan MAGNITE,Nissan,MAGNITE,2023,14019,Petrol,Manual,1,669000,Brindavan estimates Nizampet Road Hyderabad
Maruti Swift,Maruti,Swift,2012,98613,Petrol,Manual,2,271000,Medchal-Malkajgiri Fortune green homes mayura Miyapur
Renault Duster,Renault,Duster,2018,71113,Diesel,Manual,2,668000,Kushaiguda Secunderabad Telangana
Maruti Celerio,Maruti,Celerio,2020,20630,Petrol,Manual,1,393000,Malkajgiri Secunderabad
Hyundai Elite i20,Hyundai,Elite i20,2018,92747,Diesel,Manual,2,566000,Janachaitanya colony Hyderabad Telangana
Skoda SLAVIA,Skoda,SLAVIA,2024,4050,Petrol,Auto,1,1390000,Hyderabad Serilingampalle (M) Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2017,40718,Petrol,Manual,2,468000,Prashanthi hills Prashanthi hills Meerpet
Volkswagen Polo,Volkswagen,Polo,2018,125976,Petrol,Manual,1,422000,Prashanth Nagar Colony Hyderabad Telangana
Maruti Swift,Maruti,Swift,2015,62065,Petrol,Manual,2,385000,Chandrayangutta Hyderabad Telangana
Volkswagen Vento,Volkswagen,Vento,2016,125587,Diesel,Auto,2,462000,Kukatpally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2015,62438,Petrol,Manual,1,392000,Hyderabad Telangana India
Hyundai Grand i10,Hyundai,Grand i10,2018,111541,Petrol,Manual,2,441000,INCOIS road Kakateya hills Pragathi Nagar Hyderabad
Tata NEXON,Tata,NEXON,2022,31988,Diesel,Manual,1,966000,Tellapur Nallagandla Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2022,39712,Petrol,Manual,1,526000,Shivapuri Colony L. B. Nagar Hyderabad
Volkswagen VIRTUS,Volkswagen,VIRTUS,2023,41843,Petrol,Manual,1,1141000,Telangana India beside malasyian township road
Skoda Rapid,Skoda,Rapid,2015,122387,Diesel,Manual,1,356000,Hastinapuram Hyderabad Telangana
Maruti XL6,Maruti,XL6,2021,106331,Petrol,Manual,1,773000,Mytripuram Hyderabad Telangana
Tata Tiago,Tata,Tiago,2021,79504,Petrol,Auto,2,525000,Shivaji Nagar Secunderabad Telangana
Hyundai VENUE,Hyundai,VENUE,2021,44854,Diesel,Manual,1,999000,Chanda Nagar Hyderabad Telangana
Hyundai Verna,Hyundai,Verna,2019,97001,Diesel,Manual,2,794000,Quthbullapur Hyderabad Telangana
Tata NEXON,Tata,NEXON,2021,29465,Petrol,Manual,1,770000,India Near Kalimandir Pbel city L tower
Hyundai Grand i10,Hyundai,Grand i10,2018,27486,Petrol,Manual,2,436000,Street no.8 West Maredpally Secunderabad
Maruti Dzire,Maruti,Dzire,2019,48241,Petrol,Auto,2,541000,Vivekananda Nagar Shivarampally Jagir
Maruti S PRESSO,Maruti,S PRESSO,2021,20169,Petrol,Manual,1,367000,Rampally Secunderabad Telangana
Skoda Laura,Skoda,Laura,2012,147215,Diesel,Auto,2,325000,Ground floor Ground floor Hyderabad
Maruti Baleno,Maruti,Baleno,2016,88121,Petrol,Manual,2,410000,Saradha nagar Saradha nagar Hyderabad
Maruti Celerio,Maruti,Celerio,2017,122219,Petrol,Auto,2,301000,Sri Manikanta Heights Sri Manikanta Heights Secunderabad
Maruti Swift,Maruti,Swift,2011,98913,Petrol,Manual,2,310000,Shivrampalli Village Shivarampally Jagir
Maruti Baleno,Maruti,Baleno,2018,68295,Petrol,Manual,2,500000,Samatha colony Tolichowki Samatha colony Tolichowki Hyderabad
Toyota Glanza,Toyota,Glanza,2024,40952,Petrol,Manual,1,567000,Narshimha nagar Narshimha nagar Secunderabad
Hyundai Elite i20,Hyundai,Elite i20,2015,118473,Diesel,Manual,2,468000,Opp-lakshmi hyundai showroom Lb nagar Hyderabad
Honda City,Honda,City,2014,96445,Petrol,Auto,1,454000,Banjara Hills Hyderabad Telangana
