Name,Brand,Model,Year,KM Driven,Fuel,Transmission,Ownership,Price,Location
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,136375,Diesel,Manual,3,529000,Suraram Hyderabad Telangana
Renault TRIBER,Renault,TRIBER,2020,65453,Petrol,Manual,2,509000,Malkajgiri Hyderabad Telangana
Volkswagen T-ROC,Volkswagen,T-ROC,2020,90783,Petrol,Auto,1,1154000,Prestige High fields
Maruti Baleno,Maruti,Baleno,2017,101627,Diesel,Manual,1,432000,KJS HEIGHTS KJS HEIGHTS Hyderabad
Maruti Alto 800,Maruti,Alto 800,2015,38386,Petrol,Manual,1,219000,Nizampet Hyderabad Telangana
Volkswagen Polo,Volkswagen,Polo,2019,83565,Petrol,Manual,2,427000,Mn Residency Mn Residency Hyderabad
Honda Brio,Honda,Brio,2013,91145,Petrol,Manual,2,190000,Kothapet Hyderabad Telangana
Maruti Alto 800,Maruti,Alto 800,2017,25386,Petrol,Manual,2,214000,Srinivas Nagar Colony Machilipatnam
Hyundai i10,Hyundai,i10,2011,94334,Petrol,Manual,1,200000,Saradanagar AP Gazetted officers colony Hafeezpet Hyderabad
Maruti Ritz,Maruti,Ritz,2014,147744,Petrol,Manual,1,227000,Meerpet Hyderabad Telangana
Volkswagen Vento,Volkswagen,Vento,2011,143352,Petrol,Manual,2,158000,Plot no 150 Plot no 150 Hyderabad
Audi A6,Audi,A6,2019,64398,Petrol,Auto,2,2512000,Kaziguda Telangana India
Toyota Etios,Toyota,Etios,2011,76973,Petrol,Manual,1,227000,Bandlaguda Jagir Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2013,13142,Petrol,Manual,2,269000,Hyderabad Nallagandla Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2016,231074,Diesel,Manual,1,240000,Gaddi annaram Hyderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2017,81152,Petrol,Manual,2,232000,Upperpally Hyderabad Telangana
Ford Figo,Ford,Figo,2011,153739,Diesel,Manual,2,100000,Silver House Golf Course Kowkoor Hyderabad
Maruti Dzire,Maruti,Dzire,2017,52630,Petrol,Manual,1,525000,R103 Rajapushpa the retreat Hyderabad
Maruti Alto 800,Maruti,Alto 800,2015,32957,Petrol,Manual,2,200000,Hyderabad Secunderabad Telangana
Maruti Swift,Maruti,Swift,2025,643,Petrol,Manual,1,699000,Telangana India Above federal bank
Toyota Glanza,Toyota,Glanza,2019,46845,Petrol,Manual,2,478000,Puppalguda Manikonda Telangana
Ford Figo,Ford,Figo,2012,136485,Diesel,Manual,2,210000,Gulmohar Park Colony Serilingampalle (M) Telangana
KIA CARENS,KIA,CARENS,2022,51611,Diesel,Manual,1,993000,New colony Devarayamjal
Maruti Swift Dzire,Maruti,Swift Dzire,2015,128857,Petrol,Manual,1,457000,Miyapur Telangana India
Maruti Baleno,Maruti,Baleno,2022,34500,Petrol,Manual,2,594000,Alkapuri Hyderabad Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2020,36333,Petrol,Manual,1,590000,Uppal Hyderabad Telangana
Maruti IGNIS,Maruti,IGNIS,2018,51898,Petrol,Manual,2,387000,Telangana India Hyderabad
Maruti Celerio,Maruti,Celerio,2015,117132,Diesel,Manual,2,166000,Hyderabad Secunderabad Telangana
Hyundai Creta,Hyundai,Creta,2018,107709,Diesel,Auto,1,1050000,Toli Chowki Hyderabad Telangana
Volkswagen Vento,Volkswagen,Vento,2016,85767,Diesel,Auto,1,387000,Street no 10 Street no 10 Hyderabad
Datsun Go,Datsun,Go,2015,52983,Petrol,Manual,1,190000,Road no 3j. Sai nagar Road no 3j. Sai nagar Hyderabad
Hyundai i10,Hyundai,i10,2011,40678,Petrol,Manual,2,140000,Kompally Hyderabad
Jaguar XJ L,Jaguar,XJ L,2013,59501,Diesel,Auto,2,2681000,Rajeev Nagar Hyderabad Telangana
Tata Tiago,Tata,Tiago,2018,111771,Petrol,Manual,1,364000,Kamalaprasad Nagar Hyderabad Telangana
Ford Ecosport,Ford,Ecosport,2019,143298,Diesel,Manual,2,639000,Hyderabad Telangana India
Tata NEXON,Tata,NEXON,2023,46802,Petrol,Auto,1,795000,00 00 Hyderabad
Tata Harrier,Tata,Harrier,2021,30436,Diesel,Manual,1,1341000,Himayatnagar Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2014,141215,Diesel,Manual,3,396000,Quthbullapur Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2013,75059,Petrol,Manual,2,213000,Nizampet Hyderabad
Maruti Alto,Maruti,Alto,2020,32278,Petrol,Manual,3,290000,Bachupally Hyderabad Telangana
Hyundai i20,Hyundai,i20,2012,124164,Diesel,Manual,2,248000,Malkajgiri Secunderabad Telangana
Tata Nano,Tata,Nano,2011,60766,Petrol,Manual,2,53000,Bandlaguda rto chandriangutta Kings avenue colony Hyderabad
Volkswagen Polo,Volkswagen,Polo,2021,28623,Petrol,Auto,1,880000,Hyderabad Telangana India
Tata Tiago,Tata,Tiago,2020,37384,Petrol,Manual,2,350000,Near St Pious School Sai Nivas Road Secunderabad
Hyundai Grand i10,Hyundai,Grand i10,2014,82300,Petrol,Manual,1,321000,Divyasree Divyasree Hyderabad
Honda ELEVATE,Honda,ELEVATE,2024,20786,Petrol,Auto,2,1575000,Boduppal Hyderabad
Hyundai i10,Hyundai,i10,2014,105362,Petrol,Manual,2,240000,Sri Balaji residency Sri Balaji residency Hyderabad
Honda Brio,Honda,Brio,2015,93583,Petrol,Manual,1,213000,Near Epistemo Global school Nallagandla Hyderabad
Renault Pulse,Renault,Pulse,2016,93711,Petrol,Manual,2,163000,Vasantha Nagar road no 30 Vasantha Nagar road no 30 Hyderabad
Hyundai NEW I20,Hyundai,NEW I20,2024,24588,Petrol,Manual,1,700000,India Masjid banda Lakhsmis Cadillac
Tata Harrier,Tata,Harrier,2022,66043,Diesel,Auto,2,1631000,Kompally Hyderabad Telangana
Maruti Ritz,Maruti,Ritz,2013,267040,Diesel,Manual,2,213000,Hyderabad Telangana India
Nissan Terrano,Nissan,Terrano,2014,169689,Diesel,Manual,2,284000,Kompally Hyderabad
Hyundai Verna,Hyundai,Verna,2011,130140,Diesel,Manual,2,206000,Boudhanagar Colony Secunderabad Telangana
Honda Brio,Honda,Brio,2013,92143,Petrol,Manual,3,237000,Langar Houz Hyderabad Telangana
Mercedes Benz GLA Class,Mercedes Benz,GLA Class,2015,57366,Petrol,Auto,3,873000,Kohinoor by Auro reality Kondapur Hyderabad
Maruti SX4,Maruti,SX4,2012,130274,Diesel,Manual,1,217000,Near small sai baba temple hi tention road 3 rd Avenue sanikpuri Hyderabad
Maruti Celerio,Maruti,Celerio,2019,85283,Petrol,Manual,2,236000,Shirdi Nagar Hayathnagar_Khalsa
Ford Ecosport,Ford,Ecosport,2018,65746,Diesel,Manual,2,630000,Likitha diagnostic centre Millennium residence Hyderabad
Hyundai i20 Active,Hyundai,i20 Active,2015,154692,Petrol,Manual,1,300000,Sai Nagar Colony Ramachandrapuram Telangana
Tata Hexa,Tata,Hexa,2018,182899,Diesel,Manual,2,674000,Madhura Nagar Hyderabad Telangana
Hyundai Creta,Hyundai,Creta,2018,102823,Diesel,Manual,2,705000,Nizampet Hyderabad Telangana
Maruti Alto 800,Maruti,Alto 800,2019,25853,Petrol,Manual,2,265000,Near Sai baba temple Bapu Nagar Hyderabad
Volkswagen Polo,Volkswagen,Polo,2014,122132,Petrol,Manual,1,327000,Sangareddy Bonsai Arbour Serilingampalle (M)
Hyundai Grand i10,Hyundai,Grand i10,2014,44610,Petrol,Manual,1,364000,Kothaguda Hyderabad Telangana
Maruti Alto 800,Maruti,Alto 800,2018,67328,Petrol,Manual,2,244000,Chandrapuri colony Chandrapuri colony Hyderabad
Maruti Swift,Maruti,Swift,2018,42042,Petrol,Manual,1,450000,Rajapushpa Provincia Rajapushpa Provincia Nanakramguda
Hyundai Grand i10,Hyundai,Grand i10,2018,52001,Petrol,Manual,1,431000,Ramanthapur Ramanthapur Hyderabad
Tata Bolt,Tata,Bolt,2017,115864,Diesel,Manual,2,187000,Telangana India Hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,2021,28543,Petrol,Manual,2,948000,Telangana India Hyderabad
Hyundai i10,Hyundai,i10,2011,63304,Petrol,Manual,2,156000,Matrusri Nagar Miyapur Miyapur
Ford Ecosport,Ford,Ecosport,2018,79168,Diesel,Manual,2,611000,Volvo centre bachupally Sai anurag colony Hyderabad
Hyundai i20,Hyundai,i20,2012,112500,Petrol,Manual,3,188500,Opposite BPCL petrol bunk Krishna nagar main road Hyderabad
Landrover Range Rover,Landrover,Range Rover,2015,69101,Diesel,Auto,2,3743000,Banjara Hills Hyderabad Telangana
Mahindra Scorpio,Mahindra,Scorpio,2016,152660,Diesel,Manual,2,544000,Jal vayu towers kavadiguda Hyderabad
Maruti Swift,Maruti,Swift,2019,37292,Petrol,Auto,2,477000,Near golden temple Manikonda 9 star hills hrishikesha Sree sai residency Hyderabad
Datsun Redi Go,Datsun,Redi Go,2018,72871,Petrol,Auto,2,200000,Staff road Staff road Hyderabad
Volkswagen Polo,Volkswagen,Polo,2013,123287,Diesel,Manual,1,225000,Bairamalguda Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2016,112136,Diesel,Manual,2,290000,Khairtabad Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2011,87436,Petrol,Manual,2,268000,Adikmet Hyderabad Telangana
MG ASTOR,MG,ASTOR,2024,23394,Petrol,Manual,1,912000,Financial District Nanakramguda Telangana
Tata Safari Storme,Tata,Safari Storme,2013,137813,Diesel,Manual,1,290000,Bachupally Hyderabad Telangana
Tata NEXON,Tata,NEXON,2018,69300,Diesel,Auto,1,699000,Ista Homes Ista Homes Hyderabad
Honda City,Honda,City,2014,93317,Petrol,Manual,2,307000,Hyderabad Miyapur Telangana
Maruti Alto 800,Maruti,Alto 800,2018,68236,Petrol,Manual,1,230000,Sri Sai Enclave Road no 2 Dammaiguda Sri Sai Enclave Road no 2 Dammaiguda Secunderabad
Renault Kwid,Renault,Kwid,2018,75000,Petrol,Auto,2,276411,Mahadevpur Colony Hyderabad Telangana
Tata Indica EV2,Tata,Indica EV2,2016,147591,Diesel,Manual,2,65000,Sri Laxmi Resorts Lakshmiguda
Maruti Swift Dzire,Maruti,Swift Dzire,2015,57066,Petrol,Manual,2,358000,Aparna cyber commune Nallagandla Hyderabad
Tata TIAGO NRG,Tata,TIAGO NRG,2018,31830,Petrol,Manual,1,346000,Tirumalagiri Secunderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2011,286311,Diesel,Manual,4,196000,Tirumalagiri Secunderabad Telangana
Renault Kwid,Renault,Kwid,2017,34152,Petrol,Auto,2,249000,Puppalguda Manikonda Telangana
Nissan Sunny,Nissan,Sunny,2012,78657,Petrol,Manual,2,189000,Serilingampally Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2011,41806,Petrol,Manual,1,135000,Near Vijetha Super market puppalaguda manikonda Tulip gardens friends colony Hyderabad
Maruti Vitara Brezza,Maruti,Vitara Brezza,2021,63271,Petrol,Manual,1,698000,Boduppal Hyderabad Telangana
Volkswagen Polo,Volkswagen,Polo,2019,74499,Petrol,Auto,1,713000,Uppal Secunderabad Telangana
Renault Pulse,Renault,Pulse,2016,39361,Petrol,Manual,2,170000,Nampally criminal court AR Manzil Hyderabad
MG COMET,MG,COMET,2024,43935,Electric,Auto,1,727000,Nanakramguda Hyderabad Telangana
Maruti Ritz,Maruti,Ritz,2010,123456,Diesel,Manual,3,120862,Hyderabad Telangana India
Hyundai Elite i20,Hyundai,Elite i20,2016,108568,Petrol,Manual,1,400000,2-2-124 372 1 Road no4 Saireddy nagar macha Bollaram Hyderabad
Maruti Alto K10,Maruti,Alto K10,2014,24000,Petrol,Manual,1,215000,Mayur Marg
Fiat Grand Punto,Fiat,Grand Punto,2013,74703,Diesel,Manual,3,135000,Telangana India Hzhz
Maruti Swift,Maruti,Swift,2012,147633,Diesel,Manual,1,256000,Kothapet Hyderabad Telangana
Hyundai Eon,Hyundai,Eon,2016,51361,Petrol,Manual,1,210000,Aditya lagoon Aditya lagoon Hyderabad
Skoda Rapid,Skoda,Rapid,2012,132355,Diesel,Manual,2,220000,Miyapur Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2018,44172,Petrol,Manual,1,445000,Serilingampally Hyderabad Telangana
Hyundai i10,Hyundai,i10,2012,34956,Petrol,Manual,1,119000,Hyderabad Ramachandrapuram Telangana
Tata Harrier,Tata,Harrier,2022,37512,Diesel,Manual,1,1550000,Hyderabad Telangana India
Volkswagen Vento,Volkswagen,Vento,2012,154714,Diesel,Manual,3,190000,Kanchan Bagh Champapet Telangana
Hyundai Creta,Hyundai,Creta,2018,39762,Petrol,Manual,2,951000,Film Nagar Hyderabad Telangana
Honda Amaze,Honda,Amaze,2018,85843,Diesel,Auto,1,479000,Sri Balaji Enclave Sri Balaji Enclave Hyderabad
Maruti Ritz,Maruti,Ritz,2016,95330,Diesel,Manual,2,170000,ayyappa temple Near ayyappa temple Hyderabad
Maruti Swift,Maruti,Swift,2013,157347,Diesel,Manual,2,303000,Alkapur Township Manikonda Telangana
Toyota Innova,Toyota,Innova,2011,19418,Diesel,Manual,2,435000,Balanagar Hyderabad Telangana
Maruti Alto,Maruti,Alto,2021,26089,Petrol,Manual,2,280000,Boduppal Bala Chitra Nagar Telangana
Maruti Alto K10,Maruti,Alto K10,2016,95603,Petrol,Manual,1,195000,Nacharam Secunderabad
Hyundai Elite i20,Hyundai,Elite i20,2019,50196,Petrol,Manual,2,560000,Shree Aaradhya hill view Shree Aaradhya hill view Hyderabad
Maruti Swift,Maruti,Swift,2011,219754,Diesel,Manual,1,197000,Kachiguda Hyderabad
Skoda SLAVIA,Skoda,SLAVIA,2023,34365,Petrol,Manual,1,952000,AIVI child development center AIVI child development center Hyderabad
Hyundai AURA,Hyundai,AURA,2021,82244,Diesel,Manual,2,515000,Krishna Reddy Pet Patelguda
Hyundai Verna,Hyundai,Verna,2011,178883,Diesel,Manual,2,200000,Vivekananda Nagar Kukatpally Hyderabad
Renault Kwid,Renault,Kwid,2018,300000,Petrol,Manual,1,327000,Chandrayangutta Hyderabad
Hyundai Eon,Hyundai,Eon,2014,92190,Petrol,Manual,1,186000,Ghmc ward office Domalguda Hyderabad
Renault Kwid,Renault,Kwid,2019,54477,Petrol,Manual,2,239000,Deepthisri Nagar Hyderabad Telangana
Skoda Rapid,Skoda,Rapid,2018,120819,Diesel,Auto,2,565000,Block 3 duplex chitrapuri hills Manikonda
Ford Figo,Ford,Figo,2011,77034,Petrol,Manual,2,133000,Ravindra Nagar Sadashivpet
Maruti Celerio,Maruti,Celerio,2017,46240,Petrol,Auto,1,457000,Kukatpally Ramkey pearl Hyderabad
Honda Amaze,Honda,Amaze,2015,88676,Petrol,Manual,2,343000,Rupasri country Rupasri country Hyderabad
Hyundai i20,Hyundai,i20,2011,125489,Diesel,Manual,3,142000,Beside durga bhavani fast food Beside durga bhavani fast food Hyderabad
Maruti Swift,Maruti,Swift,2013,120003,Diesel,Manual,2,274000,Allwyn colony 1st phase Chandramma nagar Kukatpally Hyderabad
Hyundai i10,Hyundai,i10,2013,56149,Petrol,Manual,2,190000,16-325 16-325 Hyderabad
Maruti Swift,Maruti,Swift,2013,70862,Petrol,Manual,2,300000,Moti Nagar Hyderabad Telangana
Hyundai NEW I20 N LINE,Hyundai,NEW I20 N LINE,2021,42810,Petrol,Manual,1,746000,Chanda Nagar Hyderabad Telangana
Fiat Grand Punto,Fiat,Grand Punto,2011,127887,Diesel,Manual,2,100000,Serilingampalle (M) Nallagandla Telangana
Maruti Swift,Maruti,Swift,2021,130051,Petrol,Manual,1,400000,Bolligudem 9912466737 Secunderabad
Hyundai Eon,Hyundai,Eon,2012,71159,Petrol,Manual,2,125000,House Sainagar colony kushaiguda Hyderabad
Ford FREESTYLE,Ford,FREESTYLE,2018,55239,Petrol,Manual,2,349000,Hyderabad Telangana India
Hyundai i20,Hyundai,i20,2014,204046,Diesel,Manual,2,308000,Nagaram Secunderabad Telangana
Ford Figo,Ford,Figo,2011,178003,Diesel,Manual,2,109000,Shahar textile Shahar textile Hyderabad
Maruti Baleno,Maruti,Baleno,2021,37805,Petrol,Manual,2,554000,Boduppal Hyderabad Telangana
Honda City,Honda,City,2018,93958,Petrol,Manual,1,545000,Buildwell Lotus Pragathi Nagar Hyderabad
Tata Tiago,Tata,Tiago,2018,61178,Petrol,Manual,1,390000,Near 57 kanduri nilayam Gandamguda
Nissan MAGNITE,Nissan,MAGNITE,2021,86884,Petrol,Manual,1,465000,Tellapur Hyderabad Telangana
Tata Tiago,Tata,Tiago,2017,92836,Petrol,Manual,2,316000,Vijaya Residency Vijaya Residency Hyderabad
Skoda Rapid,Skoda,Rapid,2013,201655,Diesel,Manual,1,285000,Beside GGS Maruti Nilayam Jayanagar Hyderabad
Maruti Eeco,Maruti,Eeco,2011,132453,Petrol,Manual,1,165000,Balanagar Hyderabad Telangana
Chevrolet Sail,Chevrolet,Sail,2014,126394,Diesel,Manual,1,213000,Hyderabad Telangana India
Mahindra Scorpio,Mahindra,Scorpio,2021,64218,Diesel,Manual,2,1011000,Hafeezpet Miyapur Telangana
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,113309,Diesel,Manual,1,619000,Saichandra Nivas Pragathinagar Hyderabad
Maruti Swift Dzire,Maruti,Swift Dzire,2013,130513,Diesel,Manual,1,372000,L. B. Nagar Hyderabad
Hyundai Verna,Hyundai,Verna,2010,63783,Petrol,Manual,2,118000,Old Bowenpally Secunderabad Telangana
Honda Amaze,Honda,Amaze,2013,83850,Diesel,Manual,2,249000,Gachibowli Hyderabad Telangana
Toyota Etios Liva,Toyota,Etios Liva,2015,192836,Diesel,Manual,3,280000,Boduppal Hyderabad Telangana
Maruti Alto K10,Maruti,Alto K10,2011,120000,Petrol,Manual,1,117000,baba Tower Alkapuri Road no 4 Hyderabad
Volkswagen Vento,Volkswagen,Vento,2012,132490,Diesel,Manual,1,268000,GBR HOSPITAL Chaitnyapuri Hyderabad
Hyundai Grand i10,Hyundai,Grand i10,2019,81927,Petrol,Manual,2,366000,18-1-36 Gm Chowni Kandikal gate road Hyderabad
Chevrolet Sail UVA,Chevrolet,Sail UVA,2013,54750,Petrol,Manual,2,153000,Secunderabad Telangana India
Mahindra Kuv100,Mahindra,Kuv100,2016,82618,Petrol,Manual,2,274000,SMR Vinay harmony bandlaguda jagir Hyderabad
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2015,31693,Petrol,Manual,2,251000,Moula Ali Secunderabad Telangana
Datsun Go Plus,Datsun,Go Plus,2019,19668,Petrol,Manual,1,274000,Kapra Secunderabad Telangana
Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,2022,36947,Petrol,Manual,1,500000,Murad Nagar Hyderabad Telangana
Hyundai Grand i10,Hyundai,Grand i10,2013,66163,Petrol,Manual,1,291000,Whitefields Hyderabad Telangana
Tata Indica Vista,Tata,Indica Vista,2013,102322,Diesel,Manual,1,139000,Uppal Hyderabad Telangana
Maruti Swift,Maruti,Swift,2012,114634,Diesel,Manual,1,239000,pataancheru Sri Ramanjaneya Temple Medak
Hyundai Creta,Hyundai,Creta,2018,26805,Petrol,Auto,1,1050000,Hyderabad Telangana India
Maruti SX4,Maruti,SX4,2010,62142,Petrol,Manual,2,43000,Chanchalguda Hyderabad Telangana
Mahindra MARAZZO,Mahindra,MARAZZO,2019,97172,Diesel,Manual,1,650000,Hanuman Nagar Colony Meerpet Telangana
Mahindra Verito,Mahindra,Verito,2012,139055,Diesel,Manual,1,199000,Puppalguda Manikonda Telangana
Hyundai NEW I20,Hyundai,NEW I20,2021,158987,Petrol,Manual,1,513000,Miyapur Telangana India
Maruti SX4,Maruti,SX4,2011,114081,Petrol,Auto,2,199000,Masab Tank Hyderabad Telangana
Porsche Cayenne,Porsche,Cayenne,2016,89355,Diesel,Auto,2,3771000,Plot no 6 Opp Rameshwaram cafe Madhapur Image gardens Hyderabad
Maruti Baleno,Maruti,Baleno,2016,160688,Petrol,Manual,1,402000,Upperpally Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2014,163029,Diesel,Manual,2,373000,Chanda Nagar Hyderabad Telangana
Honda Amaze,Honda,Amaze,2014,205548,Diesel,Manual,1,253000,Shivaji Nagar Secunderabad Telangana
Tata ALTROZ,Tata,ALTROZ,2020,51974,Petrol,Manual,1,444000,Mehdipatnam Hyderabad Telangana
Renault Kwid,Renault,Kwid,2020,33028,Petrol,Auto,2,400000,Arif Manzil Venkatadri colony Hyderabad
Tata NEXON,Tata,NEXON,2019,91099,Petrol,Auto,1,727000,Hafeezpet Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2014,149673,Diesel,Manual,1,397000,Raghavendra Colony Hyderabad
Hyundai i10,Hyundai,i10,2013,54972,Petrol,Manual,2,216000,Jubilee Hills Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2016,102715,Petrol,Manual,2,250000,Nagole Hyderabad Telangana
Mahindra Quanto,Mahindra,Quanto,2013,84364,Diesel,Manual,1,217000,Near Hanuman temple Kashi nagar badlaguda nagole Hyderabad
Nissan Sunny,Nissan,Sunny,2016,150901,Diesel,Manual,2,237000,Hyderabad Telangana India
Hyundai Eon,Hyundai,Eon,2011,21573,Petrol,Manual,1,157000,Tirumalagiri Secunderabad Telangana
Ford Figo,Ford,Figo,2010,97756,Petrol,Manual,1,100000,Durga nagar Hyderabad Durga nagar Hyderabad Hyderabad
Hyundai Elite i20,Hyundai,Elite i20,2015,126053,Petrol,Manual,1,382000,Bandlaguda Jagir Hyderabad Telangana
Maruti Swift,Maruti,Swift,2014,126570,Petrol,Manual,2,373000,Banjara Hills Hyderabad Telangana
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,2012,84182,Petrol,Manual,2,170000,Azamabad Hyderabad Telangana
Maruti Swift,Maruti,Swift,2018,94894,Petrol,Auto,2,451000,Shah Ali Banda Hyderabad Telangana
Maruti Swift,Maruti,Swift,2018,169704,Diesel,Manual,2,542000,Hyderabad Nallagandla Telangana
Maruti Swift,Maruti,Swift,2024,9990,Petrol,Manual,1,626000,Radhakrishna nagar Attapur Upperpally
Hyundai NEW I20 N LINE,Hyundai,NEW I20 N LINE,2021,66026,Petrol,Manual,1,750000,Behind HP petrol pump Sankalp Homes Appartments Hyderabad
Skoda SLAVIA,Skoda,SLAVIA,2023,20384,Petrol,Auto,1,1386000,Bachupally Hyderabad Telangana
Chevrolet Cruze,Chevrolet,Cruze,2011,156399,Diesel,Manual,2,250000,Telangana India Bangaru maisama temple
Hyundai Santro Xing,Hyundai,Santro Xing,2011,110467,Petrol,Manual,2,137000,Langar Houz Hyderabad Telangana
Mahindra XUV500,Mahindra,XUV500,2016,143599,Diesel,Manual,2,478000,Kukatpally Hyderabad Telangana
Maruti New Wagon-R,Maruti,New Wagon-R,2019,24997,Petrol,Manual,1,419000,Pedso2 Meghadri Heights Secunderabad
Tata TIGOR,Tata,TIGOR,2021,79315,Petrol,Manual,1,437000,Madhura Nagar Hyderabad Telangana
Hyundai Elite i20,Hyundai,Elite i20,2016,47947,Petrol,Manual,1,405000,Afzal Gunj Hyderabad Telangana
Hyundai NEW I20,Hyundai,NEW I20,2020,84255,Petrol,Auto,1,580000,Jahangir Nagar Colony Chintalkunta Telangana
Hyundai Grand i10,Hyundai,Grand i10,2014,112640,Diesel,Manual,1,290000,Ibrahim Bagh Hyderabad Telangana
Maruti JIMNY,Maruti,JIMNY,2023,18228,Petrol,Auto,1,1056000,Borabanda Hyderabad
Hyundai i20,Hyundai,i20,2013,264444,Diesel,Manual,2,217000,Snha Residency Snha Residency Hyderabad
Hyundai Verna,Hyundai,Verna,2010,140801,Diesel,Manual,2,181000,pakalakunata prashdent Surya nilayam Secunderabad
Maruti Alto,Maruti,Alto,2012,84717,Petrol,Manual,1,124000,Whisper Valley Hyderabad Telangana
Maruti Swift,Maruti,Swift,2020,76549,Petrol,Auto,1,581000,Nizampet Hyderabad Telangana
Maruti Ertiga,Maruti,Ertiga,2020,127929,Petrol,Manual,1,952000,Quthbullapur Hyderabad Telangana
Mahindra TUV300,Mahindra,TUV300,2016,177091,Diesel,Manual,2,383000,Bonsai arbour Bonsai arbour Hyderabad
Honda City,Honda,City,2014,41059,Petrol,Manual,3,375000,Srini Gate 1 94 silkwood Hyderabad
Hyundai i20,Hyundai,i20,2011,152095,Diesel,Manual,2,184000,Hyderabad Telangana India
Hyundai i20,Hyundai,i20,2012,75521,Petrol,Manual,2,211000,Langar Houz Hyderabad Telangana
Hyundai Eon,Hyundai,Eon,2017,175566,Petrol,Manual,1,200000,Kokapet Hyderabad
Hyundai i20,Hyundai,i20,2013,63306,Petrol,Manual,3,193911,Telangana India Attapur
Maruti Ertiga,Maruti,Ertiga,2015,95238,Diesel,Manual,2,622000,Kushaiguda Hyderabad Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2014,101419,Diesel,Manual,2,370000,Mallampet Hyderabad
Volkswagen TAIGUN,Volkswagen,TAIGUN,2023,23804,Petrol,Manual,1,1300000,Malkajgiri Secunderabad Telangana
Maruti Alto,Maruti,Alto,2010,63173,Petrol,Manual,3,85000,Gandhi bhavan metro station Nampally Hyderabad
Maruti Alto K10,Maruti,Alto K10,2012,55868,Petrol,Manual,2,128000,RBL Bank PN branch Prashasan Nagar Jubilee hills Hyderabad
Tata Indica V2,Tata,Indica V2,2013,155334,Diesel,Manual,1,114000,Telangana India Opplo side
Hyundai AURA,Hyundai,AURA,2020,54348,Petrol,Manual,1,532000,Laxmi nagar Laxmi nagar Hyderabad
Hyundai i10,Hyundai,i10,2011,99460,Petrol,Auto,1,150000,Gachibowli Hyderabad Telangana
Hyundai Eon,Hyundai,Eon,2012,53105,Petrol,Manual,1,161000,Qutub Shahi Tombs Alijapur Telangana
Tata Harrier,Tata,Harrier,2019,139672,Diesel,Manual,2,899000,Padmarao Nagar Secunderabad Telangana
BMW 6 Series,BMW,6 Series,2019,110777,Diesel,Auto,1,2950000,Lodha bellazz Lodha bellazz Hyderabad
Maruti Swift,Maruti,Swift,2014,101418,Petrol,Manual,2,340000,Gachibowli Hyderabad Telangana
Hyundai NEW SANTRO,Hyundai,NEW SANTRO,2019,34775,Petrol,Manual,1,321000,Peerzadiguda Hyderabad Telangana
Hyundai i10,Hyundai,i10,2012,96670,Petrol,Auto,4,186000,Hemanagar HYDERABAD
Tata NEXON,Tata,NEXON,2018,27508,Petrol,Manual,1,613000,Chanda Nagar Hyderabad Telangana
Renault Kwid,Renault,Kwid,2019,139196,Petrol,Manual,2,250000,Adarsh Nagar Hyderabad
Maruti Ertiga,Maruti,Ertiga,2016,80985,Diesel,Manual,2,553000,Neredmet Hyderabad Telangana
Tata ALTROZ,Tata,ALTROZ,2021,68005,Petrol,Manual,2,558000,Madhapur Hyderabad Telangana
Tata NEXON,Tata,NEXON,2022,52348,Petrol,Manual,2,900000,Ameenpur Miyapur Telangana
Maruti Swift Dzire,Maruti,Swift Dzire,2013,75670,Diesel,Manual,1,361000,Masab Tank Hyderabad Telangana
Maruti Celerio,Maruti,Celerio,2015,63089,Petrol,Manual,1,311000,Vasanth Nagar Colony Bachupally Hyderabad
Renault Kwid,Renault,Kwid,2020,26716,Petrol,Manual,1,312000,fl no-107 1st flr gayatri towers aphb colony nizampet
Hyundai i20,Hyundai,i20,2012,147967,Diesel,Manual,2,164000,Kukatpally Hyderabad Telangana
Maruti Baleno,Maruti,Baleno,2020,19713,Petrol,Manual,1,566000,Hafeezpet Miyapur Telangana
